disclaimer,chart_name,time_updated,time_updated_iso,bpi_usd_code,bpi_eur_code,bpi_gbp_code,bpi_usd_rate,bpi_eur_rate,bpi_gdp_rate,bpi_usd_description,bpi_eur_description,bpi_gdp_description,bpi_usd_rate_float,bpi_eur_rate_float,bpi_gdp_rate_float,bpi_idr_rate_float,last_updated
This data was produced from the CoinDesk Bitcoin Price Index (USD). Non-USD currency data converted using hourly conversion rate from openexchangerates.org,Bitcoin,2022-12-21 15:09:00,2022-12-21 15:09:00,USD,EUR,GBP,"16,836.1504","16,400.8686","14,068.1526",United States Dollar,Euro,British Pound Sterling,16836.1504,16400.8686,14068.1526,252542255.99999997,2022-12-21 22:10:01
